date,hour,casual,member,total
2025-03-11,12,1021,4747,5768
2025-03-11,13,996,5191,6187
2025-03-11,14,1276,5763,7039
2025-03-11,15,1474,7025,8499
2025-03-11,16,1567,8586,10153
2025-03-11,17,1905,12638,14543
2025-03-11,18,1809,12166,13975
2025-03-11,19,1101,7833,8934
2025-03-11,20,782,5317,6099
2025-03-11,21,603,3879,4482
2025-03-11,22,509,2851,3360
2025-03-11,23,388,1654,2042
2025-03-12,0,223,830,1053
2025-03-12,1,116,392,508
2025-03-12,2,65,226,291
2025-03-12,3,33,166,199
2025-03-12,4,36,245,281
2025-03-12,5,99,939,1038
2025-03-12,6,198,2796,2994
2025-03-12,7,448,6392,6840
2025-03-12,8,719,10078,10797
2025-03-12,9,625,6893,7518
2025-03-12,10,513,4261,4774
2025-03-12,11,591,3884,4475
2025-03-12,12,712,4520,5232
2025-03-12,13,755,4701,5456
2025-03-12,14,879,5345,6224
2025-03-12,15,1022,6317,7339
2025-03-12,16,1172,7665,8837
2025-03-12,17,1413,11508,12921
2025-03-12,18,1388,10740,12128
2025-03-12,19,915,7292,8207
2025-03-12,20,628,4795,5423
2025-03-12,21,423,3460,3883
2025-03-12,22,394,2705,3099
2025-03-12,23,303,1589,1892
2025-03-13,0,163,820,983
2025-03-13,1,89,390,479
2025-03-13,2,52,213,265
2025-03-13,3,38,156,194
2025-03-13,4,44,273,317
2025-03-13,5,97,886,983
2025-03-13,6,197,2658,2855
2025-03-13,7,482,6003,6485
2025-03-13,8,674,9296,9970
2025-03-13,9,600,6712,7312
2025-03-13,10,517,4253,4770
2025-03-13,11,588,4038,4626
2025-03-13,12,705,4507,5212
2025-03-13,13,792,4561,5353
2025-03-13,14,891,5379,6270
2025-03-13,15,1158,6229,7387
2025-03-13,16,1206,7637,8843
2025-03-13,17,1365,10612,11977
2025-03-13,18,1362,9931,11293
2025-03-13,19,956,6907,7863
2025-03-13,20,609,4490,5099
2025-03-13,21,489,3487,3976
2025-03-13,22,451,2729,3180
2025-03-13,23,388,1752,2140
2025-03-14,0,252,1046,1298
2025-03-14,1,141,508,649
2025-03-14,2,82,322,404
2025-03-14,3,56,202,258
2025-03-14,4,57,274,331
2025-03-14,5,95,824,919
2025-03-14,6,185,2262,2447
2025-03-14,7,459,5112,5571
2025-03-14,8,637,7682,8319
2025-03-14,9,566,5784,6350
2025-03-14,10,627,4311,4938
2025-03-14,11,815,4666,5481
2025-03-14,12,922,5228,6150
2025-03-14,13,1169,5686,6855
2025-03-14,14,1275,6418,7693
2025-03-14,15,1527,7222,8749
2025-03-14,16,1667,8090,9757
2025-03-14,17,1723,9889,11612
2025-03-14,18,1630,9132,10762
2025-03-14,19,1160,6571,7731
2025-03-14,20,820,4346,5166
2025-03-14,21,631,3205,3836
2025-03-14,22,512,2691,3203
2025-03-14,23,484,2241,2725
2025-03-15,0,398,1573,1971
2025-03-15,1,259,946,1205
2025-03-15,2,221,646,867
2025-03-15,3,128,453,581
2025-03-15,4,91,273,364
2025-03-15,5,55,285,340
2025-03-15,6,121,628,749
2025-03-15,7,223,1262,1485
2025-03-15,8,330,2464,2794
2025-03-15,9,598,3585,4183
2025-03-15,10,797,4602,5399
2025-03-15,11,1063,5191,6254
2025-03-15,12,1297,5699,6996
2025-03-15,13,1492,5992,7484
2025-03-15,14,1460,6014,7474
2025-03-15,15,1455,5855,7310
2025-03-15,16,1397,5780,7177
2025-03-15,17,1320,5560,6880
2025-03-15,18,1053,5135,6188
2025-03-15,19,867,4193,5060
2025-03-15,20,685,3178,3863
2025-03-15,21,579,2587,3166
2025-03-15,22,493,2183,2676
2025-03-15,23,435,1859,2294
2025-03-16,0,429,1520,1949
2025-03-16,1,339,1061,1400
2025-03-16,2,190,738,928
2025-03-16,3,171,488,659
2025-03-16,4,124,376,500
2025-03-16,5,108,414,522
2025-03-16,6,183,778,961
2025-03-16,7,257,1159,1416
2025-03-16,8,434,1958,2392
2025-03-16,9,571,3155,3726
2025-03-16,10,884,4253,5137
2025-03-16,11,1276,5273,6549
2025-03-16,12,1431,5721,7152
2025-03-16,13,1557,6077,7634
2025-03-16,14,1712,6280,7992
2025-03-16,15,1630,6316,7946
2025-03-16,16,1549,5998,7547
2025-03-16,17,1310,5634,6944
2025-03-16,18,1087,4944,6031
2025-03-16,19,648,3576,4224
2025-03-16,20,552,2771,3323
2025-03-16,21,417,1966,2383
2025-03-16,22,252,1407,1659
2025-03-16,23,243,1009,1252
2025-03-17,0,178,651,829
2025-03-17,1,60,205,265
2025-03-17,2,4,48,52
2025-03-17,3,9,58,67
2025-03-17,4,19,116,135
2025-03-17,5,21,348,369
2025-03-17,6,80,1024,1104
2025-03-17,7,253,3459,3712
2025-03-17,8,383,5507,5890
2025-03-17,9,332,4261,4593
2025-03-17,10,356,3117,3473
2025-03-17,11,331,2331,2662
2025-03-17,12,302,2755,3057
2025-03-17,13,453,3318,3771
2025-03-17,14,619,4130,4749
2025-03-17,15,813,5087,5900
2025-03-17,16,937,6430,7367
2025-03-17,17,992,8899,9891
2025-03-17,18,959,8778,9737
2025-03-17,19,704,6099,6803
2025-03-17,20,486,4026,4512
2025-03-17,21,383,2985,3368
2025-03-17,22,329,2062,2391
2025-03-17,23,187,1168,1355
2025-03-18,0,123,547,670
2025-03-18,1,68,292,360
2025-03-18,2,53,148,201
2025-03-18,3,25,136,161
2025-03-18,4,31,239,270
2025-03-18,5,88,882,970
2025-03-18,6,177,2595,2772
2025-03-18,7,381,5506,5887
2025-03-18,8,565,8835,9400
2025-03-18,9,538,6247,6785
2025-03-18,10,507,3931,4438
2025-03-18,11,549,3715,4264
2025-03-18,12,724,4265,4989
2025-03-18,13,829,4627,5456
2025-03-18,14,1027,5312,6339
2025-03-18,15,1269,6424,7693
2025-03-18,16,1415,8096,9511
2025-03-18,17,1899,12367,14266
2025-03-18,18,1827,11549,13376
2025-03-18,19,1158,7713,8871
2025-03-18,20,792,5387,6179
2025-03-18,21,599,4050,4649
2025-03-18,22,526,2895,3421
2025-03-18,23,379,1651,2030
2025-03-19,0,251,839,1090
2025-03-19,1,107,367,474
2025-03-19,2,65,206,271
2025-03-19,3,29,158,187
2025-03-19,4,42,266,308
2025-03-19,5,94,902,996
2025-03-19,6,249,2813,3062
2025-03-19,7,491,6201,6692
2025-03-19,8,817,10021,10838
2025-03-19,9,758,7318,8076
2025-03-19,10,698,4480,5178
2025-03-19,11,786,4290,5076
2025-03-19,12,955,5036,5991
2025-03-19,13,1152,5307,6459
2025-03-19,14,1399,5959,7358
2025-03-19,15,1493,6875,8368
2025-03-19,16,1632,8527,10159
2025-03-19,17,1913,12283,14196
2025-03-19,18,1647,11178,12825
2025-03-19,19,1046,7541,8587
2025-03-19,20,696,5033,5729
2025-03-19,21,537,3637,4174
2025-03-19,22,486,2926,3412
2025-03-19,23,328,1742,2070
2025-03-20,0,231,864,1095
2025-03-20,1,101,378,479
2025-03-20,2,63,227,290
2025-03-20,3,33,151,184
2025-03-20,4,40,232,272
2025-03-20,5,85,842,927
2025-03-20,6,197,2393,2590
2025-03-20,7,367,4877,5244
2025-03-20,8,565,7928,8493
2025-03-20,9,446,5612,6058
2025-03-20,10,469,3749,4218
2025-03-20,11,511,3602,4113
2025-03-20,12,605,4188,4793
2025-03-20,13,700,4287,4987
2025-03-20,14,772,4873,5645
2025-03-20,15,941,5868,6809
2025-03-20,16,1034,7060,8094
2025-03-20,17,1232,9548,10780
2025-03-20,18,1164,9194,10358
2025-03-20,19,854,6511,7365
2025-03-20,20,403,3086,3489
2025-03-20,21,94,813,907
2025-03-20,22,41,524,565
2025-03-20,23,36,329,365
2025-03-21,0,39,280,319
2025-03-21,1,53,232,285
2025-03-21,2,50,231,281
2025-03-21,3,32,152,184
2025-03-21,4,53,266,319
2025-03-21,5,82,755,837
2025-03-21,6,171,1960,2131
2025-03-21,7,356,4250,4606
2025-03-21,8,484,6325,6809
2025-03-21,9,500,5055,5555
2025-03-21,10,503,3686,4189
2025-03-21,11,574,3985,4559
2025-03-21,12,827,4457,5284
2025-03-21,13,902,4952,5854
2025-03-21,14,1017,5418,6435
2025-03-21,15,1155,6049,7204
2025-03-21,16,1262,7210,8472
2025-03-21,17,1361,8494,9855
2025-03-21,18,1288,8207,9495
2025-03-21,19,954,6135,7089
2025-03-21,20,620,4003,4623
2025-03-21,21,558,3105,3663
2025-03-21,22,525,2649,3174
2025-03-21,23,508,2141,2649
2025-03-22,0,408,1651,2059
2025-03-22,1,322,1037,1359
2025-03-22,2,235,714,949
2025-03-22,3,183,491,674
2025-03-22,4,148,405,553
2025-03-22,5,85,347,432
2025-03-22,6,98,631,729
2025-03-22,7,227,1238,1465
2025-03-22,8,416,2500,2916
2025-03-22,9,729,3985,4714
2025-03-22,10,1195,5062,6257
2025-03-22,11,1529,5977,7506
2025-03-22,12,1955,6775,8730
2025-03-22,13,2277,7047,9324
2025-03-22,14,2517,7270,9787
2025-03-22,15,2224,6769,8993
2025-03-22,16,2164,6626,8790
2025-03-22,17,1963,6681,8644
2025-03-22,18,1826,6291,8117
2025-03-22,19,1188,5157,6345
2025-03-22,20,683,3343,4026
2025-03-22,21,610,2681,3291
2025-03-22,22,528,2324,2852
2025-03-22,23,502,2093,2595
2025-03-23,0,350,1484,1834
2025-03-23,1,227,865,1092
2025-03-23,2,167,620,787
2025-03-23,3,100,376,476
2025-03-23,4,81,251,332
2025-03-23,5,41,253,294
2025-03-23,6,91,488,579
2025-03-23,7,127,947,1074
2025-03-23,8,237,1621,1858
2025-03-23,9,421,2714,3135
2025-03-23,10,695,3822,4517
2025-03-23,11,921,4646,5567
2025-03-23,12,1118,5294,6412
2025-03-23,13,1226,5423,6649
2025-03-23,14,1393,5563,6956
2025-03-23,15,1517,5944,7461
2025-03-23,16,1462,5761,7223
2025-03-23,17,1346,5764,7110
2025-03-23,18,1069,5154,6223
2025-03-23,19,681,3732,4413
2025-03-23,20,460,2789,3249
2025-03-23,21,343,1977,2320
2025-03-23,22,288,1635,1923
2025-03-23,23,231,994,1225
2025-03-24,0,136,570,706
2025-03-24,1,84,262,346
2025-03-24,2,49,194,243
2025-03-24,3,28,111,139
2025-03-24,4,31,170,201
2025-03-24,5,35,515,550
2025-03-24,6,66,1104,1170
2025-03-24,7,187,3118,3305
2025-03-24,8,235,4344,4579
2025-03-24,9,155,2460,2615
2025-03-24,10,84,1105,1189
2025-03-24,11,91,1174,1265
2025-03-24,12,122,1560,1682
2025-03-24,13,93,1193,1286
2025-03-24,14,133,1398,1531
2025-03-24,15,187,1755,1942
2025-03-24,16,188,2558,2746
2025-03-24,17,556,6426,6982
2025-03-24,18,727,7303,8030
2025-03-24,19,572,5391,5963
2025-03-24,20,387,3872,4259
2025-03-24,21,350,2811,3161
2025-03-24,22,297,1948,2245
2025-03-24,23,243,1279,1522
2025-03-25,0,137,589,726
2025-03-25,1,81,300,381
2025-03-25,2,49,203,252
2025-03-25,3,39,160,199
2025-03-25,4,50,255,305
2025-03-25,5,90,950,1040
2025-03-25,6,190,2866,3056
2025-03-25,7,460,6162,6622
2025-03-25,8,636,9830,10466
2025-03-25,9,569,6692,7261
2025-03-25,10,576,4129,4705
2025-03-25,11,660,3904,4564
2025-03-25,12,685,4319,5004
2025-03-25,13,769,4462,5231
2025-03-25,14,972,5242,6214
2025-03-25,15,1134,6308,7442
2025-03-25,16,1312,8043,9355
2025-03-25,17,1481,11943,13424
2025-03-25,18,1521,11141,12662
2025-03-25,19,1129,7725,8854
2025-03-25,20,777,5207,5984
2025-03-25,21,652,3827,4479
2025-03-25,22,509,2971,3480
2025-03-25,23,377,1630,2007
2025-03-26,0,215,841,1056
2025-03-26,1,112,367,479
2025-03-26,2,72,237,309
2025-03-26,3,43,137,180
2025-03-26,4,51,260,311
2025-03-26,5,82,892,974
2025-03-26,6,212,2717,2929
2025-03-26,7,440,6117,6557
2025-03-26,8,670,9591,10261
2025-03-26,9,631,6755,7386
2025-03-26,10,530,4207,4737
2025-03-26,11,544,3882,4426
2025-03-26,12,690,4433,5123
2025-03-26,13,700,4322,5022
2025-03-26,14,718,4725,5443
2025-03-26,15,749,5490,6239
2025-03-26,16,790,6749,7539
2025-03-26,17,1126,10142,11268
2025-03-26,18,1139,9614,10753
2025-03-26,19,805,6689,7494
2025-03-26,20,470,4337,4807
2025-03-26,21,417,3218,3635
2025-03-26,22,355,2576,2931
2025-03-26,23,261,1474,1735
2025-03-27,0,171,791,962
2025-03-27,1,91,377,468
2025-03-27,2,45,228,273
2025-03-27,3,33,163,196
2025-03-27,4,44,265,309
2025-03-27,5,97,874,971
2025-03-27,6,191,2518,2709
2025-03-27,7,417,5636,6053
2025-03-27,8,616,8714,9330
2025-03-27,9,536,6283,6819
2025-03-27,10,463,3888,4351
2025-03-27,11,561,3717,4278
2025-03-27,12,650,4257,4907
2025-03-27,13,712,4477,5189
2025-03-27,14,892,5329,6221
2025-03-27,15,1074,5966,7040
2025-03-27,16,1151,7212,8363
2025-03-27,17,1449,10573,12022
2025-03-27,18,1466,10217,11683
2025-03-27,19,1124,7359,8483
2025-03-27,20,656,4766,5422
2025-03-27,21,530,3680,4210
2025-03-27,22,512,2811,3323
2025-03-27,23,346,1930,2276
2025-03-28,0,255,1006,1261
2025-03-28,1,177,564,741
2025-03-28,2,100,324,424
2025-03-28,3,49,241,290
2025-03-28,4,59,264,323
2025-03-28,5,109,835,944
2025-03-28,6,215,2293,2508
2025-03-28,7,481,4960,5441
2025-03-28,8,620,7519,8139
2025-03-28,9,677,6081,6758
2025-03-28,10,745,4540,5285
2025-03-28,11,964,4857,5821
2025-03-28,12,1109,5387,6496
2025-03-28,13,1257,5839,7096
2025-03-28,14,1553,6555,8108
2025-03-28,15,1604,7190,8794
2025-03-28,16,1709,8401,10110
2025-03-28,17,1740,9903,11643
2025-03-28,18,1729,9173,10902
2025-03-28,19,1320,6829,8149
2025-03-28,20,490,2711,3201
2025-03-28,21,477,2580,3057
2025-03-28,22,608,2708,3316
2025-03-28,23,567,2149,2716
2025-03-29,0,485,1725,2210
2025-03-29,1,363,1184,1547
2025-03-29,2,292,764,1056
2025-03-29,3,190,521,711
2025-03-29,4,129,377,506
2025-03-29,5,89,372,461
2025-03-29,6,191,836,1027
2025-03-29,7,324,1710,2034
2025-03-29,8,664,3095,3759
2025-03-29,9,1236,4875,6111
2025-03-29,10,1925,6593,8518
2025-03-29,11,2899,7955,10854
2025-03-29,12,3894,9393,13287
2025-03-29,13,4537,9854,14391
2025-03-29,14,4462,9458,13920
2025-03-29,15,4351,8862,13213
2025-03-29,16,4075,8450,12525
2025-03-29,17,3143,8008,11151
2025-03-29,18,1878,6020,7898
2025-03-29,19,1183,4204,5387
2025-03-29,20,689,3109,3798
2025-03-29,21,680,2600,3280
2025-03-29,22,647,2351,2998
2025-03-29,23,673,2325,2998
2025-03-30,0,515,1716,2231
2025-03-30,1,379,1096,1475
2025-03-30,2,288,699,987
2025-03-30,3,200,495,695
2025-03-30,4,147,399,546
2025-03-30,5,72,304,376
2025-03-30,6,127,604,731
2025-03-30,7,264,1108,1372
2025-03-30,8,397,1974,2371
2025-03-30,9,665,3190,3855
2025-03-30,10,879,4237,5116
2025-03-30,11,1071,5030,6101
2025-03-30,12,1230,5538,6768
2025-03-30,13,1279,5628,6907
2025-03-30,14,1346,5601,6947
2025-03-30,15,1408,5719,7127
2025-03-30,16,1270,5679,6949
2025-03-30,17,1234,5688,6922
2025-03-30,18,1008,5207,6215
2025-03-30,19,824,4143,4967
2025-03-30,20,551,3154,3705
2025-03-30,21,434,2212,2646
2025-03-30,22,190,971,1161
2025-03-30,23,177,853,1030
2025-03-31,0,134,590,724
2025-03-31,1,96,315,411
2025-03-31,2,52,184,236
2025-03-31,3,41,147,188
2025-03-31,4,58,241,299
2025-03-31,5,93,865,958
2025-03-31,6,200,2441,2641
2025-03-31,7,363,4681,5044
2025-03-31,8,550,7299,7849
2025-03-31,9,528,5589,6117
2025-03-31,10,555,3745,4300
2025-03-31,11,663,3940,4603
2025-03-31,12,820,4549,5369
2025-03-31,13,971,4960,5931
2025-03-31,14,1195,5448,6643
2025-03-31,15,1439,6432,7871
2025-03-31,16,1558,7932,9490
2025-03-31,17,1650,10891,12541
2025-03-31,18,1068,7728,8796
2025-03-31,19,687,5304,5991
2025-03-31,20,521,3780,4301
2025-03-31,21,206,1380,1586
2025-03-31,22,63,473,536
2025-03-31,23,57,409,466
2025-04-01,0,34,234,268
2025-04-01,1,26,149,175
2025-04-01,2,30,111,141
2025-04-01,3,15,104,119
2025-04-01,4,42,220,262
2025-04-01,5,90,965,1055
2025-04-01,6,207,2878,3085
2025-04-01,7,464,6429,6893
2025-04-01,8,707,9693,10400
2025-04-01,9,647,6642,7289
2025-04-01,10,541,3958,4499
2025-04-01,11,591,3864,4455
2025-04-01,12,683,4178,4861
2025-04-01,13,743,4632,5375
2025-04-01,14,903,5283,6186
2025-04-01,15,1097,6266,7363
2025-04-01,16,1142,7924,9066
2025-04-01,17,1557,11835,13392
2025-04-01,18,1414,11155,12569
2025-04-01,19,974,7515,8489
2025-04-01,20,618,5125,5743
2025-04-01,21,511,3755,4266
2025-04-01,22,452,2719,3171
2025-04-01,23,301,1539,1840
2025-04-02,0,152,713,865
2025-04-02,1,66,330,396
2025-04-02,2,55,164,219
2025-04-02,3,28,127,155
2025-04-02,4,35,231,266
2025-04-02,5,76,904,980
2025-04-02,6,206,2801,3007
2025-04-02,7,481,6334,6815
2025-04-02,8,714,9769,10483
2025-04-02,9,625,6766,7391
2025-04-02,10,535,4351,4886
2025-04-02,11,625,4126,4751
2025-04-02,12,710,4660,5370
2025-04-02,13,808,4917,5725
2025-04-02,14,800,5353,6153
2025-04-02,15,894,6054,6948
2025-04-02,16,918,7048,7966
2025-04-02,17,1057,10502,11559
2025-04-02,18,962,9740,10702
2025-04-02,19,518,5126,5644
2025-04-02,20,394,3901,4295
2025-04-02,21,383,3280,3663
2025-04-02,22,344,2545,2889
2025-04-02,23,273,1516,1789
2025-04-03,0,208,768,976
2025-04-03,1,79,394,473
2025-04-03,2,62,175,237
2025-04-03,3,27,142,169
2025-04-03,4,28,204,232
2025-04-03,5,62,691,753
2025-04-03,6,165,2393,2558
2025-04-03,7,417,5451,5868
2025-04-03,8,631,8832,9463
2025-04-03,9,555,6371,6926
2025-04-03,10,397,3541,3938
2025-04-03,11,519,3553,4072
2025-04-03,12,631,4112,4743
2025-04-03,13,796,4713,5509
2025-04-03,14,1081,5619,6700
2025-04-03,15,1288,6969,8257
2025-04-03,16,1462,8334,9796
2025-04-03,17,1874,12432,14306
2025-04-03,18,1889,11737,13626
2025-04-03,19,1421,8602,10023
2025-04-03,20,1062,5876,6938
2025-04-03,21,918,4590,5508
2025-04-03,22,911,3734,4645
2025-04-03,23,687,2586,3273
2025-04-04,0,450,1440,1890
2025-04-04,1,255,789,1044
2025-04-04,2,208,448,656
2025-04-04,3,117,277,394
2025-04-04,4,67,331,398
2025-04-04,5,71,561,632
2025-04-04,6,157,1686,1843
2025-04-04,7,464,4670,5134
2025-04-04,8,765,7554,8319
2025-04-04,9,830,6415,7245
2025-04-04,10,965,5044,6009
2025-04-04,11,1061,5103,6164
2025-04-04,12,1289,5918,7207
2025-04-04,13,1553,6512,8065
2025-04-04,14,1788,7411,9199
2025-04-04,15,1899,8011,9910
2025-04-04,16,2117,9363,11480
2025-04-04,17,2410,11527,13937
2025-04-04,18,2342,10622,12964
2025-04-04,19,1914,8319,10233
2025-04-04,20,1330,5535,6865
2025-04-04,21,1099,4306,5405
2025-04-04,22,1021,3757,4778
2025-04-04,23,960,3241,4201
2025-04-05,0,708,2291,2999
2025-04-05,1,497,1441,1938
2025-04-05,2,331,980,1311
2025-04-05,3,260,624,884
2025-04-05,4,144,378,522
2025-04-05,5,96,352,448
2025-04-05,6,164,807,971
2025-04-05,7,317,1605,1922
2025-04-05,8,502,2956,3458
2025-04-05,9,871,4152,5023
2025-04-05,10,1090,5107,6197
2025-04-05,11,799,4358,5157
2025-04-05,12,495,3244,3739
2025-04-05,13,578,3490,4068
2025-04-05,14,900,4419,5319
2025-04-05,15,979,4820,5799
2025-04-05,16,896,4402,5298
2025-04-05,17,453,3027,3480
2025-04-05,18,477,3171,3648
2025-04-05,19,549,3230,3779
2025-04-05,20,456,2678,3134
2025-04-05,21,486,2437,2923
2025-04-05,22,482,2246,2728
2025-04-05,23,481,2018,2499
2025-04-06,0,154,799,953
2025-04-06,1,103,436,539
2025-04-06,2,89,370,459
2025-04-06,3,105,381,486
2025-04-06,4,79,316,395
2025-04-06,5,75,248,323
2025-04-06,6,108,541,649
2025-04-06,7,212,1087,1299
2025-04-06,8,236,1575,1811
2025-04-06,9,451,2818,3269
2025-04-06,10,693,3896,4589
2025-04-06,11,910,4380,5290
2025-04-06,12,1164,5431,6595
2025-04-06,13,1235,5558,6793
2025-04-06,14,1659,6402,8061
2025-04-06,15,1525,6245,7770
2025-04-06,16,1647,6469,8116
2025-04-06,17,1810,6709,8519
2025-04-06,18,1404,6327,7731
2025-04-06,19,1065,5158,6223
2025-04-06,20,807,3839,4646
2025-04-06,21,533,2599,3132
2025-04-06,22,387,1893,2280
2025-04-06,23,345,1416,1761
2025-04-07,0,221,696,917
2025-04-07,1,121,366,487
2025-04-07,2,69,194,263
2025-04-07,3,30,124,154
2025-04-07,4,14,192,206
2025-04-07,5,50,706,756
2025-04-07,6,142,1998,2140
2025-04-07,7,293,4401,4694
2025-04-07,8,368,5424,5792
2025-04-07,9,215,3158,3373
2025-04-07,10,167,1793,1960
2025-04-07,11,126,1531,1657
2025-04-07,12,140,1697,1837
2025-04-07,13,220,2233,2453
2025-04-07,14,364,3314,3678
2025-04-07,15,456,3995,4451
2025-04-07,16,451,4669,5120
2025-04-07,17,552,6285,6837
2025-04-07,18,617,6689,7306
2025-04-07,19,515,5326,5841
2025-04-07,20,413,4140,4553
2025-04-07,21,323,2850,3173
2025-04-07,22,237,1977,2214
2025-04-07,23,230,1470,1700
2025-04-08,0,156,652,808
2025-04-08,1,87,313,400
2025-04-08,2,49,190,239
2025-04-08,3,43,142,185
2025-04-08,4,51,282,333
2025-04-08,5,92,1002,1094
2025-04-08,6,219,2875,3094
2025-04-08,7,455,5940,6395
2025-04-08,8,575,9143,9718
2025-04-08,9,499,6028,6527
2025-04-08,10,409,3868,4277
2025-04-08,11,490,3567,4057
2025-04-08,12,520,3851,4371
2025-04-08,13,566,4114,4680
2025-04-08,14,580,4905,5485
2025-04-08,15,703,5489,6192
2025-04-08,16,823,6588,7411
2025-04-08,17,1052,10068,11120
2025-04-08,18,914,9362,10276
2025-04-08,19,619,6437,7056
2025-04-08,20,389,4191,4580
2025-04-08,21,334,3054,3388
2025-04-08,22,279,2303,2582
2025-04-08,23,201,1285,1486
2025-04-09,0,102,604,706
2025-04-09,1,65,256,321
2025-04-09,2,40,131,171
2025-04-09,3,30,124,154
2025-04-09,4,34,233,267
2025-04-09,5,79,885,964
2025-04-09,6,182,2563,2745
2025-04-09,7,379,5781,6160
2025-04-09,8,704,9093,9797
2025-04-09,9,574,6278,6852
2025-04-09,10,447,3950,4397
2025-04-09,11,540,3704,4244
2025-04-09,12,587,4301,4888
2025-04-09,13,673,4569,5242
2025-04-09,14,826,5120,5946
2025-04-09,15,905,5961,6866
2025-04-09,16,1014,7421,8435
2025-04-09,17,1254,10739,11993
2025-04-09,18,1218,10139,11357
2025-04-09,19,886,6971,7857
2025-04-09,20,506,4581,5087
2025-04-09,21,386,3480,3866
2025-04-09,22,331,2585,2916
2025-04-09,23,264,1550,1814
2025-04-10,0,188,780,968
2025-04-10,1,93,413,506
2025-04-10,2,53,212,265
2025-04-10,3,26,148,174
2025-04-10,4,36,284,320
2025-04-10,5,101,881,982
2025-04-10,6,223,2851,3074
2025-04-10,7,510,6239,6749
2025-04-10,8,767,9665,10432
2025-04-10,9,612,6732,7344
2025-04-10,10,542,4422,4964
2025-04-10,11,643,4166,4809
2025-04-10,12,722,4593,5315
2025-04-10,13,730,4802,5532
2025-04-10,14,839,5229,6068
2025-04-10,15,919,5912,6831
2025-04-10,16,736,5854,6590
2025-04-10,17,747,7310,8057
2025-04-10,18,874,8259,9133
2025-04-10,19,712,6094,6806
2025-04-10,20,488,4443,4931
2025-04-10,21,408,3303,3711
2025-04-10,22,359,2651,3010
2025-04-10,23,336,1754,2090
2025-04-11,0,231,1014,1245
2025-04-11,1,158,555,713
2025-04-11,2,87,288,375
2025-04-11,3,62,201,263
2025-04-11,4,40,268,308
2025-04-11,5,96,770,866
2025-04-11,6,207,2157,2364
2025-04-11,7,445,4836,5281
2025-04-11,8,617,7016,7633
2025-04-11,9,478,5173,5651
2025-04-11,10,258,2393,2651
2025-04-11,11,365,3116,3481
2025-04-11,12,316,2631,2947
2025-04-11,13,281,2794,3075
2025-04-11,14,373,3389,3762
2025-04-11,15,511,3811,4322
2025-04-11,16,693,5432,6125
2025-04-11,17,956,7270,8226
2025-04-11,18,525,4467,4992
2025-04-11,19,283,2704,2987
2025-04-11,20,211,1689,1900
2025-04-11,21,126,1053,1179
2025-04-11,22,97,808,905
2025-04-11,23,70,529,599
2025-04-12,0,66,387,453
2025-04-12,1,42,281,323
2025-04-12,2,39,180,219
2025-04-12,3,28,145,173
2025-04-12,4,19,119,138
2025-04-12,5,22,147,169
2025-04-12,6,62,402,464
2025-04-12,7,58,575,633
2025-04-12,8,119,1118,1237
2025-04-12,9,193,1953,2146
2025-04-12,10,262,2485,2747
2025-04-12,11,397,3261,3658
2025-04-12,12,518,3703,4221
2025-04-12,13,446,3310,3756
2025-04-12,14,347,2606,2953
2025-04-12,15,297,2165,2462
2025-04-12,16,251,2121,2372
2025-04-12,17,367,2672,3039
2025-04-12,18,298,2646,2944
2025-04-12,19,328,2340,2668
2025-04-12,20,234,1821,2055
2025-04-12,21,242,1625,1867
2025-04-12,22,218,1351,1569
2025-04-12,23,180,1153,1333
2025-04-13,0,221,1048,1269
2025-04-13,1,167,773,940
2025-04-13,2,147,528,675
2025-04-13,3,107,369,476
2025-04-13,4,81,238,319
2025-04-13,5,59,274,333
2025-04-13,6,112,609,721
2025-04-13,7,194,1146,1340
2025-04-13,8,294,1754,2048
2025-04-13,9,525,3028,3553
2025-04-13,10,801,4186,4987
2025-04-13,11,1238,5162,6400
2025-04-13,12,1422,5976,7398
2025-04-13,13,1690,6243,7933
2025-04-13,14,1613,6540,8153
2025-04-13,15,1725,6531,8256
2025-04-13,16,1794,6507,8301
2025-04-13,17,1600,6232,7832
2025-04-13,18,1471,5824,7295
2025-04-13,19,1222,5077,6299
2025-04-13,20,722,3671,4393
2025-04-13,21,627,2717,3344
2025-04-13,22,469,2125,2594
2025-04-13,23,333,1247,1580
2025-04-14,0,227,760,987
2025-04-14,1,104,356,460
2025-04-14,2,68,223,291
2025-04-14,3,60,186,246
2025-04-14,4,54,235,289
2025-04-14,5,89,925,1014
2025-04-14,6,226,2531,2757
2025-04-14,7,392,5163,5555
2025-04-14,8,585,7949,8534
2025-04-14,9,635,5693,6328
2025-04-14,10,672,3821,4493
2025-04-14,11,796,3611,4407
2025-04-14,12,831,4209,5040
2025-04-14,13,1054,4530,5584
2025-04-14,14,1223,5047,6270
2025-04-14,15,1452,5866,7318
2025-04-14,16,1536,7675,9211
2025-04-14,17,1851,11347,13198
2025-04-14,18,1672,10610,12282
2025-04-14,19,1328,7666,8994
2025-04-14,20,823,5127,5950
2025-04-14,21,581,3733,4314
2025-04-14,22,453,2516,2969
2025-04-14,23,379,1624,2003
2025-04-15,0,100,560,660
2025-04-15,1,76,291,367
2025-04-15,2,45,197,242
2025-04-15,3,42,143,185
2025-04-15,4,64,241,305
2025-04-15,5,122,1003,1125
2025-04-15,6,279,3054,3333
2025-04-15,7,474,5967,6441
